index	#1 Label	#2 String	#2 String
1349	3	#AirbusCrash Theo @ flightradar24, đây là chiếc máy bay #Germanwings thực tế đã gặp nạn. http://t.co/pkDHz6248P|||||@eNCAnews @ flightradar24 Bạn có biết máy bay bao nhiêu tuổi không?|||||@deondps Chiếc A320 này được chế tạo vào năm 1991. 24 tuổi. Họ nói rằng họ có rất nhiều chiếc A320 ở độ tuổi này.|||||@eNCAnews @KimPaulse @ flightradar24 Buồn quá! Xin Chúa ban sức mạnh cho những người thân yêu của hành khách :(|||||@eNCAnews @ flightradar24 tin rất buồn|||||@eNCAnews @ flightradar24 Chúa là tất cả những gì tốt nhất tất cả mọi người|||||@eNCAnews @ flightradar24 http://t.co/S9WasuOGLT
1350	3	#BREAKING: Hollande bày tỏ 'tình đoàn kết' với các gia đình nạn nhân máy bay A320 #Germanwings http://t.co/gkBze2MTkx http://t.co/1jNcOSTS1Q|||||@ Độc lập là một kẻ đạo đức giả lớn|||||@Độc lập Ai đã ở trên chiếc máy bay đó ??  Đừng tin tưởng vào chính phủ !!|||||@Independent Hollande bày tỏ sự "đoàn kết" và "xin lỗi" về tất cả ... về hành động của anh ấy.|||||@ Độc lập ✊
1351	3	Xin chân thành chia buồn cùng tất cả gia đình và bạn bè của những người đã thiệt mạng trong thảm họa hàng không khủng khiếp của chuyến bay số 4U9525|||||@Grybauskaite_LT 3 сценария разгрома ВСУ от агентства Stratfor (+ КАРТЫ) http://t.co/YePihGLapO|||||@Grybauskaite_LT Ученые Росатома в 2014 году добились результатов мирового уровня http://t.co/TLCQah1uAu|||||@Grybauskaite_LT Минобороны Украины заявило о нехватке денег на питание военных http://t.co/psEgmocQeL|||||@passatavd @Grybauskaite_LT у нее в стране более 500.000 человек живут за чертой бедности из 2.9 миллионов|||||@AngryPuseg @Grybauskaite_LT это понятно- банкеты с американцами, а о своей стране не хочет думать|||||@passatavd @Grybauskaite_LT каклы перед тем как ей премию давать, посмотрели бы что на самом твеле в Литве твя.|||||@AngryPuseg @Grybauskaite_LT Врач, спасавшая изнасилованных бойцами «Азова» женщин, умерла от внсультя http://t.coНоWy6рои6ро|||||@Grybauskaite_LT Удар властью. Слободан Милошевич 24/03/2015 http://t.co/MFMxOQh0XP|||||@Grybauskaite_LT Запорожский университет рискует закрыться: 200 сотрудников написали заявления об увии|||||@Grybauskaite_LT Соцопрос Nghiên cứu & amp; Nhóm xây dựng thương hiệu: рейтинг Яценюка 2%, а БПП набирает 13,2% .http: //t.co/gvpGaT3Fqg|||||@Grybauskaite_LT Директор Департамента госзакупок УкрМинобороны Нелли Стельмах: украинской армиа угрожлеот. http://t.co/gD8jNBAzJc|||||@Grybauskaite_LT В.Медведчук (ОД "Украинский Выбор"): Год работы правительства Яценюкн отбраинскил Выбор "|||||@Grybauskaite_LT экономист У.Тодд (США): экономика и имеет около 60-90 дней жизни.http: //t.co/jj6D8HtMyz|||||@Grybauskaite_LT док. фильм "Дебальцевский итог" http://t.co/vuBYSvvtzy|||||@Grybauskaite_LT Кадыров доказал, что Россия готова к войне и собрал стадион солдат !!! http://t.co/HNGa33fDKk|||||@Grybauskaite_LT Йемен и Украина. Близнецы с разной судьбой http://t.co/tLrcnbWfR5|||||@Grybauskaite_LT Две страны: Латвия и литва. Два президента. Два разных мнения. Латвия на грани дефолта, а Литва- развивается. Почему?|||||@Grybauskaite_LT Киев меняет тактику: не Бандера во главе Украины, а фюрер– готовящейсGRя кt.coтacранг еfb »http://dсwacb|||||@Grybauskaite_LT Вечный агрессор? Ответьте на мои вопросы ... http://t.co/zWhQODov5r|||||@Grybauskaite_LT документальный фильм о ВОВ "Алтарь Победы. 18 с. Оружие победителей" http://t.co/l9gUHnYxnM
1352	3	CHỈ VÀO: Máy bay Airbus do hãng hàng không ngân sách Germanwings của Lufthansa điều hành gặp sự cố ở miền nam nước Pháp: Các quan chức
1353	3	BREAKING -4C trên trang web sự cố #Germanwings. Dự báo có tuyết và gió trong vài phút nữa. http://t.co/wFg8KTSve2 http://t.co/nm3JRSZ5da|||||@airlivenet|||||“@Airlivenet: BREAKING -4C trên trang web gặp sự cố #Germanwings. Dự báo có tuyết và gió trong vài phút nữa. http://t.co/c5bJJMm6kk http://t.co/UUHWgrqOci|||||“@Airlivenet: BREAKING -4C trên trang web gặp sự cố #Germanwings. Dự kiến sẽ có tuyết và gió trong vài phút nữa http://t.co/GgQc1V9ARr http://t.co/YoKeCeDYvL ”|||||@airlivenet @atomaraullo một lúc tôi nghĩ về bộ phim #alive ... ít nhất cũng phải có người sống sót, điều này thật buồn. #germanwings|||||@airlivenet thức dậy với trái tim nặng trĩu|||||Nguy cơ thời tiết MT @airlivenet: Nhiệt độ -4C trên địa điểm gặp sự cố # A320. Tuyết & amp; gió dự kiến sau vài phút. http://t.co/3xm4ZyditP http://t.co/LRIAP7V7t4|||||@airlivenet @sadalabla
1354	3	Tất cả những suy nghĩ của tôi với gia đình của hành khách và phi hành đoàn vào thời điểm khó khăn này #Germanwings|||||@EP_President @GERArmyResearch Tương tự như vậy. Bi kịch khủng khiếp|||||@EP_President Tweet tuyệt vời!|||||@EP_President @Europarl_EN #GermanWingsCrash #German Những suy nghĩ và sự cảm thông của tôi là với gia đình và bạn bè.|||||RT “@EP_President: Tất cả những suy nghĩ của tôi với gia đình của hành khách và phi hành đoàn vào thời điểm khó khăn này #Germanwings”
1355	3	Tất cả 150 người trên chiếc máy bay #Germanwings bị rơi ở dãy Alps được cho là đã chết http://t.co/8UPMsinQkX http://t.co/RoM2b1e6zA|||||@SkyNews có thể họ R I P|||||@SkyNews @ SeeTac7 Cầu Chúa sẽ ở bên những người thân yêu của họ trong một vụ tai nạn máy bay thảm khốc khác.|||||@SkyNews tại sao không có số chuyến bay trên màn hình|||||@SkyNews #Germanwings Thật hiển nhiên!|||||@SkyNews điều đáng buồn là một số người sẽ bị đổ lỗi cho cái này giống như cái kia|||||@SkyNews|||||@SkyNews gosh mà kinh khủng quá !! Họ có thể nghỉ ngơi trong hòa bình|||||. @ SkyNews: Tất cả 150 người trên chiếc máy bay #Germanwings bị rơi trên dãy Alps được cho là ... http://t.co/iyhrYCLm5t http://t.co/PLbyXxJ5Ij
1356	3	Ác mộng! Suy nghĩ của tôi dành cho các nạn nhân, gia đình và bạn bè của họ .🙏 #RIP # 4U9525 # MH370 # MH17 # GE235 # QZ8501 # AH5017 #TooManyCrashes|||||@KJ_Huntelaar ฮุ น ตี้ ทำไม ไม่มี รูป แก ใน แคม ป์ เลย ฟ ระะ|||||@KJ_Huntelaar @CarefreeDaily class from Klaas|||||Thẻ bắt đầu bằng # đó từ @KJ_Huntelaar #TooManyCrashes 😂|||||@KJ_Huntelaar T_T
1357	3	Máy bay Germanwings rơi ở miền nam nước Pháp http://t.co/Y4vqLg5RL8
1358	3	Đây là biểu đồ tốc độ và độ cao của # 4U9525 từ @ flightradar24. Điều đáng sợ, cho thấy nó đã bị ảnh hưởng bởi mặt đất ở mức 400kts http://t.co/2ZYbh4MIih|||||@marshall_mcf @elespanolcom @ flightradar24, bạn không thể kết luận như vậy ngoài biểu đồ đó!|||||@vallejocham @elespanolcom @ flightradar24 bạn có thể. 400kts là tốc độ cuối cùng được ghi lại của máy bay|||||@marshall_mcf @elespanolcom @ flightradar24 vậy máy bay bị rơi ở độ cao khoảng 5.000 ft?|||||@vallejocham @elespanolcom @ flightradar24 đi theo biểu đồ đó, vâng. Như bạn đã biết, dãy núi Alps nằm trong khu vực đó|||||@marshall_mcf @elespanolcom @ flightradar24 Tôi biết, nhưng nghĩ rằng còn quá sớm (và vẫn còn quá ít dữ liệu) để đưa ra những kết luận đó|||||@vallejocham @elespanolcom @ flightradar24, chúng tôi không thể suy đoán nguyên nhân vụ tai nạn nhưng chúng tôi biết chắc chắn về độ cao và tốc độ|||||@vallejocham @marshall_mcf @elespanolcom @ flightradar24 ở trên sealevel, có chứ? Nó bị rơi trên dãy Alps ..|||||@vallejocham @marshall_mcf @elespanolcom @ flightradar24 Không chắc chắn về độ cao của alps trong khu vực đó nhưng nghe có vẻ hợp lý.|||||@marshall_mcf - Tôi cho rằng đó là sự giảm áp chậm, hành khách và phi hành đoàn bị thiếu oxy và chết trước khi va chạm 😭✈️ #unitedbywings|||||@calumjamessmith không. Nếu đó là trường hợp máy bay sẽ tiếp tục đi qua Dusseldorf (vì nó sẽ có nhiên liệu trên tàu để làm như vậy)|||||@marshall_mcf - đó là sự thật, trừ khi nó bắt đầu lặn?|||||@calumjamessmith nó sẽ không làm điều đó trừ khi đội trưởng (người sẽ phải tỉnh táo) tự làm điều đó|||||@marshall_mcf - Tôi đoán, chỉ có thời gian mới trả lời được !!|||||@calumjamessmith A320's không chỉ ngẫu nhiên lặn xuống núi|||||@marshall_mcf @CalumJamesSmith thích nó rất lạ. Giảm độ cao không dẫn đến tăng tốc độ.|||||@JimboBohan @marshall_mcf @CalumJamesSmith Vâng, điều này có vẻ như ai đó đã trao đổi độ cao để lấy tốc độ, như thể không có lực đẩy.|||||@zeidlos @jimbobohan @calumjamessmith mặc dù rất lạ. Cơ hội hỏng cả hai động cơ trên một chiếc A320 là ~ 3 nghìn tỷ|||||@marshall_mcf @zeidlos @CalumJamesSmith đã có điều gì đó khiến anh ấy bị giáng xuống.|||||@marshall_mcf @JimboBohan @CalumJamesSmith Có nhiều nguyên nhân dẫn đến lỗi. Tuy nhiên suy đoán sẽ không mang lại những người đã chết. #YÊN NGHỈ|||||@zeidlos @marshall_mcf @CalumJamesSmith mặc dù tìm ra nguyên nhân nguyên nhân cứu được nhiều hơn|||||@zeidlos @jimbobohan @calumjamessmith chính xác. Vâng, suy đoán sẽ không giúp được gì nhưng Twitter là nơi cho phép mọi người làm như vậy|||||@CalumJamesSmith @marshall_mcf nếu mày là đồ ngốc. họ đã liên lạc qua radio với ATC và gọi ra những khoảnh khắc trong ngày trước khi tác động.|||||Molt heavy la grafica “@marshall_mcf: Đây là biểu đồ tốc độ và độ cao của # 4U9525 từ @ flightradar24. http://t.co/ha60q56cgN ”|||||Điều thực sự đáng sợ - trong tất cả các vụ tai nạn máy bay - là chúng rơi trong gần mười phút @marshall_mcf @ flightradar24 @elespanolcom|||||@rodolfo_canet @ flightradar24 @elespanolcom và với tốc độ khá cao. Sẽ rất đáng sợ cho tất cả mọi người trên tàu|||||@marshall_mcf @rodolfo_canet @ flightradar24 @elespanolcom vì tình yêu của thượng đế, ngừng nói "would of", nó là "would CÓ" nó làm tôi phát điên: D|||||@_aehm @marshall_mcf @rodolfo_canet @ flightradar24 @elespanolcom cũng sắp nói điều tương tự.|||||Họ gọi người đàn ông mayday, điều đó không đáng ngờ. @marshall_mcf @Berlustinho
1359	3	BREAKING Một số vị trí cuối cùng của chuyến bay @germanwings được vẽ trên bản đồ http://t.co/wryDeXWNPV / @ planefinder|||||“@Airlivenet: BREAKING Một số vị trí cuối cùng của chuyến bay @germanwings được vẽ trên bản đồ http://t.co/dy8zhMsOdY / @ planefinder”|||||@airlivenet @germanwings @planefinder http://t.co/XWzVrzBSny xem phát lại. Lạ làm sao nó lừa được. Cũng không quá nhanh|||||“@Airlivenet: BREAKING Một số vị trí cuối cùng của chuyến bay @germanwings được vẽ trên bản đồ http://t.co/xdy6mRdFym / @ planefinder” @candykises|||||@airlivenet @vocnorth @germanwings @planefinder ồ, tôi hy vọng điều đó không vượt qua khu vực dân cư thưa thớt|||||@airlivenet @germanwings @planefinder
1360	3	Phi công phụ của Germanwings cố tình làm rơi máy bay nhưng anh ta là người da trắng nên không phải khủng bố.|||||@baelorrr nếu Hồi giáo semua akan cakap khủng bố kan? ừm|||||@ZarilZulkifli chính xác. Nhưng anh ấy là người da trắng nên anh ấy mắc bệnh trầm cảm.|||||@baelorrr vâng, bạn ah pasal|||||@baelorrr và họ vẫn sẽ tìm hiểu xem anh ta có tổ tiên người Hồi giáo nào đó hay không. Hoặc bạn bè. Hoặc hàng xóm. Nhưng anh vẫn là người trong trắng.|||||@Hazrey vâng. Anh ấy da trắng nên anh ấy bị trầm cảm.|||||Đặc quyền da trắng của @Hazrey thật kinh tởm.|||||@baelorrr tôi cá là họ đã đưa ra báo cáo 'trầm cảm'.|||||@Hazrey chúng tôi không biết chắc chắn nhưng những gì chúng tôi biết là họ đã loại trừ chủ nghĩa khủng bố ngay lập tức.|||||@baelorrr tất nhiên là họ sẽ làm. Anh ấy da trắng. Omputih, suci, baik, mulia.|||||@baelorrr mana bạn dpt tiêu đề từ?|||||@AQairizad ý bạn là gì?|||||@baelorrr ý tôi là bạn lấy câu nói đó từ đâu|||||@AQairizad không nhận được nó ở đâu? Tôi chỉ đọc tin tức và "âm mưu"|||||@baelorrr ồ được rồi, tôi đã đọc về nó vừa rồi. điều đó thật vô lý không chỉ vì điều đó mà anh ta vẫn phạm tội giết người hàng loạt|||||@AQairizad ừ nhưng anh ấy da trắng nên mắc bệnh trầm cảm.|||||@baelorrr Tôi không quan tâm nếu anh ta da trắng nếu anh ta da đen hay da nâu. Nhưng điều anh ta đã làm là không thể chấp nhận được theo bất kỳ cách nào. Thích hơn 150 người trên tàu 😪|||||@AQairizad anh ấy làm vậy vì "hình như" anh ấy bị trầm cảm và đã tự tử.|||||@AQairizad @baelorrr điểm chính là nếu anh ta là một người Hồi giáo, mọi người gọi anh ta là một kẻ khủng bố .. Hoặc chiến binh thánh chiến ...|||||@baelorrr người ta nói rằng anh ấy mới chuyển sang đạo Hồi, đây là một vấn đề hoàn toàn khác đối phó với định kiến & amp; khuôn mẫu .. +|||||@baelorrr .. nhưng nguồn của bạn là gì ?? hay là mỉa mai?|||||@cactille mỉa mai + cách mà các phương tiện truyền thông chính thống đã miêu tả những hành động như thế này trong những năm qua.|||||@baelorrr Ah nhưng tôi thấy một sự kiện này được sử dụng như một công cụ để bêu xấu một tôn giáo vốn đã bị đàn áp hơn nữa|||||@cactille chính xác. Ngay trong vài giờ đầu tiên sau vụ tai nạn, nhiều người đã suy đoán rằng anh ta là một tín đồ Hồi giáo, điều đó thật ... tuyệt vời.|||||@baelorrr nhưng bạn nói đúng, đó là một thế giới bất công. Nếu đó là một người da màu thì sức khỏe tâm thần của anh ta sẽ không được coi trọng chút nào
1361	3	QUAN TRỌNG: ĐIỆN THOẠI THÔNG TIN VỀ CÁC LIÊN QUAN CỦA # A320 TF 00 49 80 011 33 55 77 @germanwings
1362	3	Germanwings đã làm tối logo của mình trên Twitter sau vụ tai nạn ở alps Pháp - Mới nhất: http://t.co/DztGD0IPZV http://t.co/xc5GZn8l8r|||||@ABC @sarahbrosario Xin chào Sarah, bạn đang làm việc trong 4 tin tức ABC?|||||“@ABC: Germanwings đã làm tối logo của mình trên Twitter sau vụ tai nạn ở núi cao Pháp - Mới nhất: http://t.co/urFni2dF2O http://t.co/5HCe2LqNO1”|||||#RafaelCruz của Fidel: # GOP's @ABC sẽ không nói gì về bố của trùm khủng bố # TedCruz  http://t.co/dJadKh7Vyl http://t.co/3BB9q0Y8eS
1363	3	Bộ Nội vụ Pháp: Mảnh vỡ từ #GermanWings Airbus A320 # 4U9525 ở độ cao 2.000m http://t.co/8UPMsinQkX http://t.co/MIu94nhNbr|||||@SkyNews Ôi Chúa ơi. 😱|||||@SkyNews Một ngày rất đen tối trong ngành hàng không. # GermanWings|||||“@SkyNews: Mảnh vỡ từ #GermanWings Airbus A320 # 4U9525 http://t.co/gzSW4YJ6S2 http://t.co/SggSMuJkly” tin khủng khiếp, khủng khiếp. Thực sự khó chịu😭|||||@SkyNews người đàn ông này thật tệ. Và tôi sẽ bay đến Barcelona sau 2 tuần nữa.|||||@ leonhenry16 @SkyNews Vậy? Bạn đã bao giờ nghe về một sự kiện kinh hoàng như vậy xảy ra hai lần trong vòng 2 tuần trên cùng một tuyến đường chưa?|||||@ElisabethRMeier @SkyNews vâng, tôi có, cảm ơn bạn đã hỏi
1364	3	CẬP NHẬT CRASH # 4U9525 Xe đến sân bay Dusseldorf http://t.co/wFg8KTSve2 http://t.co/P9d4CguBBi|||||@airlivenet không có thông tin về chuyến bay đó. Chuyện gì đã xảy ra thế?|||||@JunpeiShibayama @airlivenet bị rơi, không có người sống sót ...|||||@JunpeiShibayama @airlivenet Tôi nghĩ, họ đang chờ thông tin tư pháp từ germanwings|||||@airlivenet vậy số hiệu chuyến bay này là GWI9525 hay chúng ta đang nói về các chuyến bay khác nhau ở đây ??|||||“@Airlivenet: CẬP NHẬT CRASH # 4U9525 Xe đến sân bay Dusseldorf http://t.co/OaYcl4Bkq2 http://t.co/y4g2jt1QDj[@BFMTV|||||@airlivenet ngày buồn. hy vọng họ tìm thấy một số người sống sót. # 4u9525. gửi lời cầu nguyện của tôi đến gia đình của các hành khách. # Chúa an ủi họ.|||||@airlivenet @ La1_tve @ antena3com @telecincoes|||||@airlivenet Khủng khiếp|||||@airlivenet keine Antwort ist auch ne Antwort ....
1365	3	Lufthansa và Germanwings đã thiết lập một đường dây nóng qua điện thoại. Số điện thoại miễn phí 00800 11 33 55 77 dành cho tất cả các gia đình ...|||||@Lufthansa_DE|||||@Lufthansa_DE @Tamara_Gorro los alemanes ponen num telf gratis llamadas, espanoles 902 ke verguenza
1366	3	Những điều chúng tôi biết và chưa biết về chuyến bay Germanwings 4U9525 http://t.co/9oV6x1lrrf http://t.co/ZFaHUwPx4B|||||“@Independent: Chúng tôi làm gì và không biết gì về chuyến bay Germanwings 4U9525 http://t.co/oFw7TazDK2 http://t.co/PEb5T9kws0” bất cứ điều gì. Kết thúc|||||@ Độc lập nên có gì không?|||||@Independent @AmyLouiseHanna hahahahahaha bạn yêu máy bay lắm ❤️✈️👉👌
1367	3	Xem tường thuật trực tiếp và toàn cảnh của chúng tôi về vụ tai nạn máy bay #Germanwings ở miền nam nước Pháp: http://t.co/d0osIRFVQR http://t.co/e9n4uq3fDj|||||"Có tiếng ồn lớn và sau đó đột nhiên không có gì." - Nhân chứng nói với AJE http://t.co/YST7TTFJsH #Germanwings http://t.co/ny70AspHmU|||||Bộ trưởng Giao thông Pháp Alain Vidalies cho biết không còn ai sống sót http://t.co/gTNlVJCqpl #Germanwings http://t.co/G2MpLov8G9|||||@AJEnglish  Đây là một ngày buồn|||||“@AJEnglish Bộ trưởng Giao thông Pháp Alain Vidalies cho biết không có người sống sót http://t.co/wNEYLsqKV0 #Germanwings http://t.co/XowLL2dMks”|||||Tổng thống Pháp Francois Hollande: Có những nạn nhân Đức và Thổ Nhĩ Kỳ. http://t.co/IcZNd5RMmO #Germanwings http://t.co/fC69jIKGAr|||||@AJEnglish và Spanish as 75 với họ Tây Ban Nha|||||@AJEnglish Bạn cũng quên tiếng Tây Ban Nha!|||||@AJEnglish tambien hubo víctimas # ESPAÑOLAS, 45 para ser precision .. a ver si contraamos las Notesias e Informamos con objetividad.|||||Chúa ơi, một vụ tai nạn khác? :( MT “@AJEnglish: Bộ trưởng Pháp cho biết không còn ai sống sót http://t.co/f0GUHW4R7l #Germanwings http://t.co/et6XutbMbm”|||||@AJEnglish Vì vậy, rất buồn :(|||||@AJEnglish Quả thực rất buồn! Cầu mong những hành khách trên chuyến bay #Germanwings được yên nghỉ. Amen!|||||@AJEnglish đợi #rusian #press cho biết có 1 người sống sót!|||||@AJEnglish @SuzannePax Nog 'n hartseer vliegtuigongeluk. Soveel hartseer trong ons mooi wasld.|||||@AJEnglish "ồn" lớn? tiếng ồn nghĩa là gì !?|||||@AJEnglish Xem tường thuật trực tiếp và toàn cảnh của chúng tôi về vụ tai nạn máy bay #Germanwings ở miền nam nước Pháp: http://t.co/2bXyZ9jm2n http://t.co/pTSgf8x9XK|||||@AJEnglish Tất cả máy bay sẽ rơi nếu chúng ta không coi trọng vấn đề Biến đổi khí hậu / Nóng lên Toàn cầu. Bầu không khí đang thay đổi & amp; chúng tôi là nguyên nhân.|||||@AJEnglish @ Harlemz2 tôi chưa bao giờ bay với nó ..lol nhưng rồi lại bay khi hết giờ .. cao|||||こ れ か。 “@ AJEnglish: Xem tường thuật trực tiếp và tổng hợp của chúng tôi về vụ tai nạn máy bay #Germanwings ở miền nam nước Pháp: http://t.co/S8iEHYnH8O
1368	3	VIDEO - TIN NỔI BẬT - Máy bay Germanwings gặp nạn trên đường từ Barcelona đến Dusseldorf http://t.co/0LdGZfSU5w http://t.co/e7tB0eENhi|||||RT @ France24_en: BREAKING: Máy bay Germanwings gặp nạn trên đường từ Barcelona đến Dusseldorf  http://t.co/mByJHd0YXC http://t.co/E9eKwVt2Qe
1369	3	# Germanwings bị rơi: Phi công phụ đã làm thế nào để giữ cơ trưởng ra khỏi buồng lái? qua @OutFrontCNN http://t.co/MLAsT2KsuE http://t.co/YQkbk9NdqT|||||@CNNVideo @CNN @OutFrontCNN #Germanwings Đã xảy ra sự cố bên trong máy bay. Kiểm tra lý lịch của mọi hành khách ... Còn nhiều hơn thế này.|||||@ SamJoseph904 có phải là anh ta ... Nhìn giống nhau không? # AC360|||||@ pattybgood430 # AC360 Nếu tôi không nhầm, có thể có đồng phạm bên trong máy bay. Co Pilot sẽ không chỉ bị rơi mà không có bất kỳ động cơ nào.|||||@ SamJoseph904 hoàn toàn đồng ý!|||||@ SamJoseph904 @ pattybgood430 Vâng tôi cũng nghĩ thế... (/ _ ; )|||||@Kids_Schoolbus @ pattybgood430 Hoặc đó có thể là một người đàn ông khác đã đâm xe với cả hai phi công bên ngoài buồng lái..đám tấn công kiểu 9/11 ..|||||@ SamJoseph904 @ pattybgood430  Chúa phù hộ bạn|||||@Kids_Schoolbus @ SamJoseph904 thankU ... GOD BLESS U2 _ / \ _|||||@ pattybgood430 @ SamJoseph904 Tôi không thể ngừng khóc, nó thực sự sốc ...|||||@Kids_Schoolbus @ SamJoseph904 Anh ấy chữa lành những người thất tình và gắn kết vết thương của họ Ps 147: 3|||||@ SamJoseph904 @CNNVideo @CNN @OutFrontCNN vâng bạn nói đúng, tôi cũng nghĩ vậy ...|||||@CNNVideo @CNN @OutFrontCNN những con ma cà rồng xuất hiện khá nhanh.|||||@CNNVideo @CNN @OutFrontCNN Anh ta khóa cửa từ bên trong?!?!?!|||||@CNNVideo @OutFrontCNN Điều này sẽ thúc đẩy những thay đổi lớn về an toàn máy bay.|||||@CNNVideo @CNN @OutFrontCNN một tên khủng bố theo đạo Cơ đốc hoặc vô thần khác, người sẽ không bị gán cho là khủng bố mà chỉ là người thể chất. Phải không?|||||@CNNVideo @OutFrontCNN Tôi nghĩ rằng đó là cú đánh khóa thứ hai|||||@CNNVideo @CNN @OutFrontCNN giờ đây những người điên rồ trên thế giới đều biết rằng các thành viên phi hành đoàn có mã truy cập vào buồng lái #Fail
1370	3	150 người chết trong vụ tai nạn máy bay Airbus của #Germanwings. Phạm vi TRỰC TIẾP: http://t.co/Jk9jZjl7Tp http://t.co/YgcKHyNToQ|||||“@ReutersLive: Sợ 150 người chết trong vụ tai nạn máy bay Airbus của #Germanwings. Bảo hiểm TRỰC TIẾP: http://t.co/j6noolZorr http://t.co/6inl0iix4D ”|||||@ReutersLive @Reuters NEXT ,? Kim kardashian và bọn đĩ khác chưa lên tàu chưa cái này cái này cái tiếp theo, kim, mở ra, và tất cả còn lại|||||@ReutersLive @ Castro1021, tôi hy vọng bạn thể hiện sự tôn trọng trong luồng của mình ngày hôm nay!|||||@ReutersLive @Reuters lol|||||@ReutersLive đều nghĩ rằng phản ứng rác rưởi của người Hồi giáo có thể đáp ứng được .... CHO ĐẾN KHI được chứng minh ngược lại.
1371	3	VIDEO BẬT MÍ khu vực tai nạn của #Germanwings # 4U9525 http://t.co/wFg8KTSve2 http://t.co/sXS0kTX3b3|||||“@Airlivenet: VIDEO BẬT MÍ về khu vực tai nạn #Germanwings # 4U9525 http://t.co/dOkehh5vVf http://t.co/klRjJ0p9dQ” @ Huan2U
1372	3	“Nếu nỗi sợ hãi của chúng tôi được xác nhận, đây là một ngày đen tối đối với Lufthansa,” Giám đốc điều hành của công ty mẹ của Germanwings nói sau sự cố http://t.co/tJVCCJSY4G|||||@WSJ BREAKING - Máy bay Germanwings rơi ở Pháp, có tới 150 người được cho là đã thiệt mạng http://t.co/HWyOPGobie|||||Nếu nỗi sợ hãi của chúng tôi được xác nhận, đây là một ngày đen tối đối với Lufthansa, ”Giám đốc điều hành của công ty mẹ của Germanwings sau sự cố http://t.co/HLNJRCASNL @WSJ
1373	3	Hình ảnh này từ một máy bay trực thăng được gửi đến địa điểm rơi máy bay #Germanwings Alps cho thấy khu vực này xa xôi như thế nào http://t.co/Fo6h66ZehE|||||@SkyNews Thực sự cho thấy rất nhiều .......|||||@SkyNews tìm làn khói?|||||RT @SkyNews hình ảnh từ một máy bay trực thăng được gửi đến địa điểm rơi máy bay #Germanwings Alps cho thấy khu vực này xa xôi như thế nào http://t.co/fzk5UHxQWC|||||@SkyNews đó có phải là con gấu grylls không?|||||@SkyNews @ricdaza không phải là điều khiển từ xa. ... sương mù của nó !!!|||||@SkyNews s http://t.co/KIVVdgs7Rf|||||@SkyNews không có tín dụng cho @airlivenet cho bức ảnh :-(|||||@airlivenet @SkyNews không mong đợi gì nhiều từ họ. Giữ nội dung của bạn cho riêng mình tôi nhớ lại|||||@airlivenet @SkyNews các bạn đã thực sự lấy nó chưa? Tín dụng nằm ở nhiếp ảnh gia không phải là người đầu tiên tweet nó|||||@airlivenet Bạn có chụp ảnh không?|||||@airlivenet chỉ cần biết ơn vì bạn đã không bị ngưỡng cửa để tự tử. @SkyNews|||||“@Ricardo_Bald: @airlivenet chỉ cần biết ơn vì bạn đã không bị ngưỡng cửa để tự sát. @SkyNews ”#mccann #BrendaLeyland|||||@airlivenet @SkyNews tất nhiên là không, đó là bầu trời!
1374	1	Bảo tàng Mỹ thuật Bern nói đồng ý với bộ sưu tập #gurlitt gây tranh cãi: http://t.co/UmoeHLD1Lw
1375	1	Bảo tàng #Gurlitt Bern chấp nhận kho nghệ thuật gây tranh cãi - SWI swissinfo.ch http://t.co/B0udLwiK1J @swisscenter @fteuscher
1376	1	Tin mới nhất: Kunstmuseum Bern tiếp nhận điền trang Cornelius Gurlitt.
1377	1	Kunstmuseum Bern chấp nhận bộ sưu tập Gurlitt. Điều này đã được quyết định bởi Hội đồng Quản trị của Bảo tàng Nghệ thuật. Hơn để làm theo.
1378	1	Bảo tàng Thụy Sĩ tranh luận về trách nhiệm đắt và không thể mua của Gurlitt Hoard http://t.co/DWgVRwOZ7o
1379	1	Bảo tàng #Swiss để chấp nhận 'Nghệ thuật của Đức Quốc xã' của Gurlitt: Chủ sở hữu hợp pháp sẽ được xác định trước tiên và tác phẩm nghệ thuật tuyệt vời sẽ được cất giấu.
1380	1	#BREAKING - Bảo tàng Mỹ thuật Bern chấp nhận bộ sưu tập nghệ thuật #Gurlitt.
1381	1	Gần 3 năm im lặng, minh bạch lại #Gurlitt, Munich Art Trove. Thỏa thuận: http://t.co/K4lSeUl2LM
1382	1	Bảo tàng Thụy Sĩ sẽ chấp nhận Gurlitt Art Trove - ABC News http://t.co/tJm9ldHr95 #Entertainment
1383	1	Bảo tàng Thụy Sĩ tiếp nhận hàng trăm tác phẩm nghệ thuật được để lại bởi nhà tích trữ nghệ thuật thời Đức Quốc xã Cornelius Gurlitt http://t.co/7DHYBAL0QK
1384	1	Bảo tàng Thụy Sĩ tiếp nhận tác phẩm của Đức Quốc xã bị cướp bóc http://t.co/gxqAmjNSoV # ký ức đau buồn lịch sử 70 năm sau. #Không bao giờ quên
1385	1	Phá vỡ: Bảo tàng nghệ thuật Thụy Sĩ chấp nhận các tác phẩm nghệ thuật được thừa kế bởi nhà buôn nghệ thuật quá cố Gurlitt http://t.co/tYCeEMKwOo
1386	1	Bộ sưu tập Gurlitt được Kunstmuseum Bern chấp nhận @artnet http://t.co/d2n5Im5qWs
